AGE,CUSTOMISATION OPEN ENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ages,"Burger & Chips (e.g. Beef, Chicken, Veggie):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Meat & Chips (e.g. Steak, Chicken):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Meat & vegetables (e.g. Roast, Grilled, Breaded):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Fish & chips:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Sausage & mash:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cottage/Shepherd's/Fish Pie:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Pastry Pie (e.g. Chicken, Steak, Beef, Veggie):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Jacket potato:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Casserole / Stew:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Soup:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Sandwich / Toastie:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Pizza:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Lasagne:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Boiled Pasta (e.g. Bolognese, Tomato, Pesto, Cheese):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Baked Pasta (e.g. Chicken, Tuna, Tomato):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Filled Pasta (e.g. Raviolli, Tortellini):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Risotto:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Gnocchi:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Curry & Rice (e.g. Tikka, korma, butter chicken):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Stir fry / Noodles:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Rice bowl / fried rice:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Katsu Curry:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Chicken (e.g. Sweet & Sour, Sweet Chilli):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Thai Curry (e.g. Red, Green, Massaman):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Thai Noodles (e.g. Pad Thai):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Ramen:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Fajitas / Burritos:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Chilli & Rice (e.g. Con Carne, 3-Bean):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Tacos / Enchiladas / Quesadillas:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Piri-piri / Peri Peri:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Jerk Chicken:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cajun Chicken:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Paella:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Stroganoff:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Tagine:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cous Cous:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)"
"7,10,13,16 or older",The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults The children are trained to eat the food anyhow it's prepared and taken by the adults ,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,
"8,9",No salad in burger ,N/a,,No salt ,,No wine ,No wine ,,,,No pesto ,No odd toppings ,None ,None ,None ,None ,No fish or truffle ,,Not too spicy ,Not too spicy ,,Not too spicy ,Nothing too strong / sour ,Not too spicy ,,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,,,,,,
"8,11",,,,Nothing ,Less sausages ,,Kids won't eat this at all,Less butter for kids,,,,Nothing different ,,No visible vegetables for kids ,,,,No visible vegetables for kids ,Less spice,,,,,,,,Nothing different ,,,Less spice,,,,,,Nothing different 
"10,13",,Softer meat ,As above,Not too big,Creamy mash ,Crispy,,With beans and cheese ,,,,Nothing ,Nothing ,Not too spicy ,Nothing ,Nothing ,Nothing ,,Not to soicy,Nothing ,Nothing ,Nothing ,Nothing ,Nothing ,Nothing ,,Nothing ,Nothing ,,,Not too spicy ,Not too spicy ,,,,
5,Make patty more juicy,,Decorate it,,,Make it less crunchy ,Add more veggies,More lemony,,Little thick ,More cheese,Look good and more colourful with multiple veggies,Nice saucy,Good amount of sauce,Saucy,Saucy,Creamy and cheesy ,Cheesy ,Mild spices and veggies mashed,More veggies and soupy ,Green peas ,Thick curry,,Good coconut flavour ,Good coconut flavour ,Soupy,More Tacos and beans ,Flavours of rice,Creamy sauces ,Flavour ,,,Veggies,,,Veggies 
"4 or younger,8",Fun meal,Not too many vegetables,Soft veggies ,Crispy chips ,Not too many vegetables,Not too many visible vegetables,Not too many vegetables,Crispy skin ,,,Crispy cheesy layer ,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,,,,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Lots of chicken ,Not too many vegetables,Not too many vegetables,Not too many vegetables,Crispy chicken ,,Crispy chicken ,Not too many vegetables,Creamy sauce served with mash ,,
"4 or younger,5,9",One will require cheese and the other wouldn't ,"That it is not spicy, eg too much pepper ",That it is reasonably plain ,,,That it doesn't take too long ,They would eat all,"That it had their fav toppings like tuna, cheese or beans ",,,,"It has their fav toppings, ham & pineapple or pepperoni",That it is ready when they want to eat ,That it's not spicy ,That it is easy and accessible ,This is hit and miss dependent on their mood ,"That they know what is in it, they don't like food they don't know what to expect the contents ",They love gnocchi and eat it with bolognaise ,That it's not spicy ,That it's not spicy ,Not too many veg ,,Not spicy ,Not spicy ,,,,Not spicy,,Not spicy,Not spicy ,Not spicy,Not too many ingredients ,,,Not too many veg 
"4 or younger,7",Make them small so a child does not have to over eat.,,Tell them it his healthy.,,"Choose milder sausages (e.g., pork or chicken instead of spicy). Make the mash creamy and smooth, avoiding lumps. Serve with a small amount of gravy to prevent dryness.","Ensure the mash is creamy and smooth. Keep the filling mild, avoiding strong herbs. Make sure there are no fish bones in a fish pie. Use a crispy yet soft topping for added texture.","Use a softer pastry that isn't too thick or flaky. Avoid strong flavors; keep the filling mild. Cut into smaller, easy-to-hold portions.","Choose smooth, creamy fillings like mild cheese or beans. Avoid overly spicy toppings. Ensure the potato is soft and easy to scoop out.",,Make sure it's not too hot when served. Blend chunky soups for a smoother texture if needed. Serve with bread or crackers for dipping.,,"Use a thin, soft crust to make it easier to bite. Avoid overly spicy toppings. Keep cheese mild (mozzarella or cheddar).",Ensure the layers are soft and easy to cut. Keep seasoning mild and avoid strong garlic. Use a creamy sauce to make it more appealing.,,"Use soft, well-cooked pasta. Choose mild sauces like tomato or creamy cheese. Avoid spicy seasonings.","Serve with a mild, smooth sauce (e.g., tomato or cheese). Ensure the filling is soft and not too strong in flavor.",,,,,Use mild seasonings and avoid spicy flavors. Chop ingredients finely for easier chewing. Serve with a mild sauce to keep it moist.,"Use a mild, slightly sweet curry sauce. Cut chicken into small, easy-to-eat pieces. Serve with soft rice.","Keep the sauce mild and not too tangy. Use boneless, tender chicken pieces. Serve with plain or lightly flavored rice.",,"Use soft, easy-to-eat noodles. Reduce spice levels and avoid strong herbs. Add a slightly sweet sauce for appeal.","Use a mild, not-too-salty broth. Include soft, easy-to-chew toppings. Avoid spicy seasonings.",Use soft tortillas for easy chewing. Keep fillings mild and not too spicy. Avoid strong onions or peppers unless cooked until soft.,"Make a mild, slightly sweet version without too much spice. Ensure beans and vegetables are soft. Serve with rice to balance the flavor.",,,Reduce spice levels to make it milder. Serve with a mild sauce or dip. Ensure the chicken is boneless and tender.,Use a lighter seasoning blend to reduce spice. Serve with rice or a mild side to balance the flavor. Ensure the chicken is tender and easy to chew.,,"Keep the sauce creamy and mild. Use soft, tender meat. Serve with a side like rice or pasta for balance.",,
12,Curly Chips,Curly Chips,The vegetables are to be plain ie free from any complicated spices ,The chips are preferred curly,,,,,,N/A,I would have to cater to each kids preference ie with or without meat,It has to be with lots of meat, N/A,N/A,,N/A,,,Preferred with not to many spices,N/A,Minimal amount of peppers ,N/A,They hate sweet chicken ,,,N/A,N/A,,,N/A,,,,,,
"4 or younger,7",Na,,Na,Na,Chop sausages ,Na,Pull lumps of steak apart so safe for baby,,,,,Serve rarely to baby ,Low salt ,Na,Na,Na,Chop prawns,,Low spice or add yogurt ,,Na,Na,Na,Low spice ,Chipnoodles ,,,,,,,,,,,
"15,16 or older",,,,,It taste ,It's healthy,Filling,Filling,,,,Speed ,Filling,Everyone loves it,,Everyone loves it,,,Taste ,,,Speed ,Healthy ,,,,,,Tasty,,,Healthy ,,,,
"13,16 or older",,no difference,no difference,no difference,,no difference,,no difference,,,,no difference,,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,,no difference,no difference,no difference,no difference,,no difference,,no difference,,
"4 or younger,5",,,no strong flavours.,,,No strong flavours.,,Skin not too crispy.,,,,No strong flavours.,,No strong flavours and all vegetable vegetables cut up small.,No strong flavours.,No strong flavours.,Not too runny.,,,,,,No strong flavours.,,No strong flavours.,,No strong flavours.,,,,,,,,,
"15,16 or older",,,,Well fried,,,,Beans,,No greens,Cheese,,,,,Cheese ,No greens,,,,,,,,,,,,,,,,,,,
"4 or younger,6",Small portion ,Small portion ,Organic ,Non farmed fish,Butchers sausages,Smaller portions ,Smaller pie,Add colourful toppings ,,A flavour they like,,Kids size pizza,,Organic pasta not too much sauce ,,Organic pasta not too much sauce ,,,Mild spice ,Mild flavour and small portion ,As it comes (they love it),,,,,,Let them build their own burritos,As it comes because they are not huge portions anyway ,Let them build their own and add their own toppings ,,,Not too spicy and off the bone or cut into smaller bites,,,,
"6,9",I make sure they have ketchup or their favorite sauce in it,,Make sure its vegetables they like,,"It is their favorite food, make the mash creamy",,,Make sure its cheese and beans only,,I have to make their favorite,I have to put their favorite filling in it,Put on their favorite toppings such as pineapple,,I have to make sure it has cheese,It has to be baked with cheese,It has to be filled with cheese and tomato sauce on top,,,,,It has to be just fried with egg no vegetables,,Chicken has to be cooked thoroughly,,,,It has to have lot of avocado they like that,,,,,,,,,
"6,7,11",Mild spice burgers ,"Juicy steak, fries",Mild spice ,Nothing,Creamy mash,,No mushrooms,,,,,With pepperoni,Cheesy,No tomato chunks,,,,,Mild spice,,,,,,,Mild spice,,,,Mild spice,,,,,,
8,,"Grilled so healthier, sweet potato chips","Grilled, fresh vegetables ",,Potato's not instant mash ,,,,,,,Thin crust and with vegetables ,Low fat cheese,Low fat butter,,,,,Instant rice ,,,,,,,,Not spicy ,Not spicy ,,,,,,,,
"6,11",No spicy sauces,No fat on meat or bones,Vegetables which the children like,No changes,No changes,,No changes,No changes,,,,No spicy toppings,No changes,No changes,No changes,,,,Not too spicy,No water chestnut,,,No changes,,,,No changes,,No changes,,,,,,,
12,Allways same no difference ,Allways same no difference ,Allways same no difference ,Allways same no difference ,Allways same no difference ,,,Allways same no difference ,,Allways same no difference ,Allways same no difference ,Allways same no difference ,,Allways same no difference ,Allways same no difference ,,,,Allways same no difference ,,,,Allways same no difference ,,Allways same no difference ,Allways same no difference ,Allways same no difference ,Allways same no difference ,,Allways same no difference ,,Allways same no difference ,,,,
"5,7",Eaten by the children and the taste should be nicee,Well cooked and well tasting ,Well cooked and well tasting ,Well priced and good quality fish,Kids should enjoy it,Good quality meat ,Good quality meat and chicken,Good fillings ,,,Kids should like it ,Wellpriced and flavoursome ,Good quality meats,,,,,,Kids should like it ,Kids should like it ,Kids should like it ,Well priced and tasty takeaway ,Kids should like it ,,,,Kids should like it ,Kids should like it ,,Kids should like it ,Kids should like it ,Kids should like it ,,,,Kids should like it and tasty for family
"6,15",No gherkins,Not too spicy,Not too spicy,Nothing,Nothing,Nothing,Nothing,Different fillings,,,,Different toppings,Nothing,Nothing,Nothing,,,,Not too spicy,,,,Not too spicy,,,,Not too spicy,Not too spicy,Not too spicy,,,,,,,
"7,9,13",Juicy properly cooked fresh soft meat,Soft proper cooked ,Crispy,Crispy grilled ,No smell properly cooked ,Crunc,Fresh,Properly boiled ,,Fresh chicken corn soup ,Juicy creamy ,Probably baked ,No over cooked ,Mild,Fresh,Fresh ,Mild,Soft,Fresh,Fresh,Mixed with vegetables ,Fresh,Fresh,Fresh,,,,,,,,,,,,
13,Crispy chips ,Well seasoned,Steak done,,Creamy mash,,,Loads of cheese,,Flavours ,,Pepperoni ,Creamy ,,,,,,,,,,,,,,,,,,Spicy ,,,,,
"7,9",No tomato or lettuce in the burger,No difference,No spice,,,No difference ,,,,,,No difference,No difference,No difference,,No difference ,,,,No chilli,No difference ,,,,No chilli or nuts,,,No spice ,,,,,,,,
"4 or younger,10",Nothing ,,Smaller portion and less variety on the veg ,Nothing,,Smaller portion no veg,No veg,Nothing ,,Nothing ,Less variety for children I.e cheese plain ,,Nothing ,Nothing ,Nothing ,Nothing ,,,No rice chips instead ,,,,Smaller portion ,,,,Nothing ,No rice chips instead,Nothing ,,,,,,,Smaller portion
"13,16 or older",,No bones,,Everybody loves them as they are,,,I buy it ready to eat,,,Avoid veg they don't like,,Avoid mushrooms ,Nothing different,Avoid sea fruit,,,Nothing,,Nothing,Nothing,Nothing,,,,Nothing,Nothing,,Nothing,,,,,,,,
"4 or younger,8",Fries instead of chips. Mayo on chicken burger,Kids like well done steak. We like medium.,Only peas for children. Variety of vegetables for adukts,Small pieces of fish rather than one big fish,Sausages need to be small chipolatas,Extra gravy ,None fatty meat. Lots of gravy. ,,,,Butter. Crusts removed ,Plain. Only cheese. ,Vegetables added need to be chopped up small. ,Pasta can't be crunchy,Cheese removed from top as kids won't eat that bit. ,,,,Needs to be very mild. ,,Can't be burnt. ,,Garlic topping preferred ,,,,,,,,,,,,,
"4 or younger,8","Helping make it, engaged in the food","Violet loves rare steak, easy win!","Involved in the choice, offer 2 different options.","Involved in the choice, offer 2 different options.",Buy nice sausages from butcher,"Not her favourite, give her time to adjust to textures",Involve her in selection,Involved with cooking; this was a recent win,,,,"Easy, she loves pizza",Enjoys making the pasta,"Again this one just need to give her time, not a favourite",,Easy and quick. ,Involved in ingredients ,,"Recent win, loved Chinese curry",Time allowed to eat ,Time allowed to eat extended,"Involved in the prep, she likes carrots go into it.",Loved unable chunks and drinking leftover pineapple juice,"Slow eater on this one, patience with time","Slow eater on this one, patience with time",,"Making them herself,","Slow eater on this one, patience with time","Loves making tacos, again making them herself","Made peri peri chicken burger, she loved marinading the chicken.",,"My favourite, so always been on the menu.",Helping by putting the prawns and peas in at the end,,"Making the pot up, and putting it in the oven","Just a filler, not anfavourite"
"14,16 or older",homemade and fresh lots of veg ,cooked the same ,homemade and fresh ,,"kids love the gravy and adults too, comrfot meal ",,has to be nice and steaky ,lots of butter ,,,,lots cheese,no preference ,we like butter and cheese ,no preference,no difference,,,not spicy for kids more spicy for adults,lots if soy sauce ,lots of soy sauce,no difference,no difference,lots of criander for adults not as much for kids ,daughter likes it quite plain but spicy ,,no difference,,no difference,,,,,,,no difference
"4 or younger,5,7",,Making  sure the beef or meat is tender enough so the kids could  bite into  them.,Making  sure the meat is tender and the vegetables as well,"My kids di not really  like fish, so to get them to eat, I mash them  and prepare them as soup",I cut in tiny bites before  serving. ,They just  eat them,,I serve hot.,,I serve hot,,They just  eat them,They just  eat them ,I make sure it's  not spicy.,I make sure they are not spicy ,I make sure they are not spicy ,,They just eat them,I make sure they are not spicy ,I make sure to add chicken in every of the meal. ,I make sure to add Some protein as well. ,,They just  eat them,,They just  eat them,,They  just eat them,They do not like chilli so I add a little  bit of it and a lot of tomatoes ,They really  Don't  like it as much so I don't  force them,,I shred into tiny bit,I shred too,They just eat them,,They just eat them,The eat sometimes
"4 or younger,7",Build your own,Fancy Veg for Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,fresh food,fresh food,fresh food,fresh food,fresh food,,,,,,fresh food,fresh food,,,,,,,,,,,,,,,,,,,,,,,
"6,9",Burgers plain,No sauces or herbs,None,None,No onions in gravy,None,None,None,,,,None,,None,Veg hidden,None,,,Nothing too spicy,,,,None ,,,,No spice ,No spice ,No spice ,No spice ,,None ,,,None. ,None
"8,14",Is tasty,Has nutirients,Vegetables are very important,,,,,Put beans so its healthy,,,Ensure they eat salad,Tasty,Tomatoes,,Has to be tasty,,,Is healthy,,contains alot of veggis,,,Should be good,Has Tofu,,,Tasty,Nice,Healthy,,,Healthy,,,Flavouring,Its hard for them to eat as has no flavour
"9,11",,Less seasoning,Less seasoning,Same as adults,Same as adults,Same as adults,,,,Same as adults,Same as adults,Same as adults,Same as adults,Same as adults,,Same as adults,,,,Less seasoning,,,,,,,Less seasoning,,,,,,,,,
5,It has to be tasty and neutral ,,,It has to be well fried,,,,,,,It has to be easy to eat,Easy to eat,Tasty and lots of cheese,Lots of cheese there too,,,Lots of chicken ,,Well cooked,Well cooked,Well cooked,Not to hurby,Well cooked ,,,Not too hurby,,Well cooked ,Well cooked ,Not to spicy ,Not too spicy ,Not too spicy ,Well cooked ,,Well cooked ,
"8,9",No onion or sauce,Same,Same,Same,Same,,,Same,,Same,,Pizza choices to suit tastes.,,Same,,,Same,,Spice level adjusted,Same,,,Same,,,Spice level adjusted ,Spice level adjusted ,Spice level adjusted ,Spice level adjusted ,Spice level adjusted ,,Spice level adjusted ,,,,
"4 or younger,8","No bacon, no cheese, no veg",Same as ours,Just veg they like,Same as ours,,,,No cheese,,,Same as ours,Pllain Margherita,Same as ours,Same as ours,,No cheese on top,,,,Same as ours,Same as ours,Same as ours,Same as ours,Less spicy,,Less veg,Same as ours,,,,,,,,,
"11,16 or older",Good portions and flavourful,,,,,,,,,,,Good taste,,,Quick and easy to eat,,,,Taste good,,,,Taste good,,,,,,,Taste good,,,,,,
8,,Fresh meat and home made chips,,Fresh fish and tartar sauce,Quality sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 or younger,8,14",,,,Well sauced,,,,,,,,Chicken pizza,,,,,,,,Not too sokky,,Not too much curry,Well sauced,,,Has to be dry,,Not too much chilli,,,,Well sauced,,,,
"5,14",Make sure y has curly fries ,Steak is cooked according to individual preference ,,Chips have to have slat and vinegar ,Mash has to be smooth no lumps ,,Crispy ,,,Has to be lump free for kids to eat ,Has to have crunch and cheese,Has to be pepperoni ,With lots of meat,,Loads of veggies,,,,Indian butter chicken and rice ,Loads of meat ,Egg has to be in it ,Have to make it in bulk as my son loves it ,Have it with Ri e ,,,Has to have veggies in it to with meat ,Lots of salsa and cheese,Any ,,Spicy chicken ,,Spicy ,,,,
"5,8",Easy for the kids to assemble themselves,Lesser quality of steak,More normal veggies as opposed to obscure ones,,No onions in the gravy and simple sausages ,,,,,,Plain ingredients ,Fewer toppings,,Use less herbs,,Nothing ,,,"Korma, as opposed to hotter curries like jalfrezi",Chillies on the side for adults only ,No spring onions,,Milder sauces ,,,,Less seasoning and no onions ,Less chilli powder,,,,,,,,
"6,8",No sauce or salad,No spicy saice / marinade ,Plain ish,No salt,,Not much mash,Mild,,,,No salad,Only margarita ,Cheesy,No spice,Cheesy,Plain,,Plain sauce,Not too spicy,Less green / bean sprouts,No veg,Mild,Not spicy ,,Mild,,Mild,,Cheesy,,,,,,,Mild
"11,15",None,None,None,None,,,None,None,,,None,None,,None,None,,,,,None,None,,,,,,None,,,,,None,None,,,
8,,,,,,,Chicken ,,,Chicken ,,Margarita ,Beef ,,,,,,,,Seafood ,,,,,Prawn ,Chicken ,,Chicken ,,,,,,,
"6,13",I always buy smaller buns so they fit well in kids hands ,,Preparing as usual ,,,,,,,,,Preparing as usual ,,Preparing as usual ,,,,,Preparing as usual ,,,,,,,,Preparing as usual ,Preparing as usual ,,,,,,,,Preparing as usual 
"4 or younger,10",No salad,They won't eat tough meat eg Steak,Selective with vegetables ,,,,,Sometimes they won't eat the skin so you have to scoop out the potato,,,,"Won't eat jalapeno, chilli's, peppers, onion etc",,,,,,,Not too spicy,Funny with certain stir fry vegetables,,,,,,,Not too spicy,,Not too spicy,,,,,,,
"7,10",Succulence,,,,Lofty potatoes,,,,,,Not being burnt,,,Not being overdone ,Not burnt,Succulent ,Not soggy,,,Not overdone,,,,,Spicy ,,,,,,Spicy,,Fresh,,,Not sticky 
"4 or younger,6",The right bun and chips,Plain meat,"Simple ingredients, no sauces ",,No flavoured sausages ,Not too much veg,,,,,No difference ,No toppings,,No sauce ,Sauce only no meat,No difference ,,No difference ,No spice ,,,,No spice ,,,,Plain meat,No spice ,,,,,,,,
"6,15",,This is a treat home cooked meal. I would cook the steaks a little more and not use any peppercorn sauce. And make sure to serve it with vegetables.,I would use low fat gravy as it has a lot of saturated fat in. I would try to get as many veggies as I could in. ,"This would be a takeout meal, but I would make sure not to over feed them. ",I would add their favourite vegetables in too. ,,"I would get one that the children would like too, so monsters and kidney! ",,,,,This would be takeout. But we would have to have something that's not spicy for the kids. ,I would usually make a veggie lasagne so I could get ina s many vegetables as possible. ,I would make it spicy if it wasn't for the kids but they are not keen on spicy dishes. ,I wouldn't use tuna. I would probably swap it for salmon as my kids prefer salmon. ,I would use the pasta with ham in and make a vegetable sauce to go with it. ,,,I would order milder dishes that the kids can eat,This is a great way of getting lots of veg in for the kids and still,,,,,,,,,,,,,,,,
"6,15,16 or older",,I would add more vegetables,Use low fat gravy,Order from the takeout but not over indulge for the kids ,Ass plenty of veg,,Not have chicken as the kids don't like chicken pie,,,,,Not order anything spicy,Make it a veggie one to pack with vegetables ,Make the sauce from scratch,Not use tuna use salmon instead ,Not have spinach one as kids don't like it ,,,Not anything apicy,Lots of veg ,,Not spicy ,,,,,Not have kidney beans ,Not too spicy ,,,,,,,,
"5,7",Cook it with little cooking oil,,,,,,,,,,Nothing different,,Nothing different,,Nothing different,,,Nothing different,deep fry it,Nothing different,,Nothing different,,,,Nothing different,,Nothing different,,,Nothing different,Nothing different,,,Nothing different,Nothing different
"4 or younger,6",,Fully cooked,,Taste,,,,,,,,Cheese,,Flavour,flavour,flavour,Toppings,,Spicy,taste,Taste,Spicy,Spicy,,,,Taste,,Taste,Spicy,,,,,,
"5,13",,TASTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,7",,,They eat the same ,,,They eat the same,They eat the same,,,,,,They eat the same,Extra cheese!,Extra cheese!,,,,They eat the same ,They eat the same ,,,They eat the same ,,,No egg,Not spicy,Not spicy,,,Not spicy,,,,They eat the same ,They eat the same 
"4 or younger,7",Make sure not too many toppings in burger ,,,,,,,,,,,Just cheese ,,Has cheese in top ,,,,,Has nan bread ,,,,,,,,,,,,,,,,,
"4 or younger,6",,,Vitamins from the veg.,The potatoes ,The pallete ,,,,,,,The mix veg,,,The variety,,,,Differnt culture ,The pallete ,To like rice more,,,,,,,,,Differnt flavour ,,Differnt flavour ,Culture,,,
5,Same,Same,Same,Same,Same,Same,Same,Different tipping,,,,Same,Same,Same,Sake,Same,,,No spice,No spice,,,,,,,No spice,No spice,No spice,No spice,,No spice,,,,
"10,15",That it's plain burger ,,Nothing they will eat it,,Nothing they will eat it,Nothing they will eat it ,,,,,,It has to be pepperoni ,,Nit spicy ,Nothing they will eat it ,,,,Not spicy,Not spicy ,,,They will eat it ,,,,Not spicy ,Not spicy ,They will eat it ,,,,,,,
"5,14",No onions,Well cooked crispy chips,Well cooked veg,No peas,Lots of gravy,,,,,,Varied fillings,No onions,,Well cooked, Well cooked pasta,Varied fillings,,,,No onions,,,Not too spicy,,,Soft,Not too spicy,,Not too spicy,Not too hot,,Not too hot,,,,
"4 or younger,6",Separated ,Favorite meat ,The meat ,Smaller fish ,Thinner sausages ,Separated ,Smashed,Mixed,,,Favourite fillings ,Cut into 8 pieces and favourite pizza ,Mixed up and cut,Simple and nothing on it ,Simple and nothing mixed ,,,,Mixed like a burger ,Separated ,Separated ,,Mixed ,,,,Separated ,,Separated ,,Cut into really thin slices ,Cut into really thin slices ,,,,Left exactly how it is 
"4 or younger,5",Spice level and taste,,Well cooked,Juicy and fresh,,Well cooked,Spice level and taste,Well cooked,,Nutrition,Filling,Topping ,,Taste and well cooked,,,Spice level and taste,,Well cooked,Taste,,,,,Spice level,,,,Fillings,Spice level,,,Well cooked,,,Spice and tastes
"4 or younger,5",Cut up the burger on serving,Less salt,Less salt,Cut up on serving,Cut up on serving,Cut up on serving,,Cut up on serving,,,,Cut up on serving,Cut up on serving,Less salt,Less salt,Less salt,Less salt,Less salt,Less salt,Cut up,Less salt,Less salt,Less spice,Less spice,Less salt,,Less spice,Less spice,Less spice,Less spice,,Less spice,,,,Less salt
"4 or younger,5",Thin burgers,,Tasty,,,Tasty,,Right filling ,,,,Right topping ,Herbs,Creamy base,Creamy base,,,,,,,,Unknown ,,,,Mild,Mild,,,,,,,,
"4 or younger,6",Needs to be simple,Making sure meat is cut into smaller bites,,Nothing ,,Hiding the vegetables ,Meat and vegetables need to be cut into smaller sizes,Must have lots of cheese ,,,,"Specific toppings, I.e. lots of cheese and sausage",Hiding the vegetables ,Not too much sauce ,,,,,Less spices,Vegetables to be cut thinly ,Vegetable cut up into small pieces ,Use less spice in the sauce ,Have the sweet and sour sauce served separately ,,,Not having too much soup,,Chilli and rice in equal amounts ,,,,,Nothing ,,,
"4 or younger,7",No cheese on burgers for kids,All like different e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
